x,y,cluster_id
28.3963,105.472,17
30.3168,159.906,17
30.5523,94.6405,17
31.3197,87.9904,17
32.3751,86.6877,17
32.52,144.632,17
33.1377,158.792,17
33.3332,104.548,17
33.9798,65.1522,17
34.751,144.785,17
34.7752,144.875,17
35.9909,136.769,17
36.2388,74.5994,17
37.4733,72.4304,17
38.8124,82.775,17
39.1105,146.958,17
40.0963,132.102,17
40.6957,151.137,17
41.1023,80.3255,17
41.1565,46.9287,17
45.1083,45.3699,17
45.8542,34.3454,17
46.603,23.5575,17
47.3949,72.0771,17
48.3515,37.0077,17
48.8139,28.8092,17
49.4469,81.3179,17
49.5823,32.2347,17
49.7192,54.5317,17
54.3277,48.5577,17
54.8981,27.6318,17
58.976,54.4285,17
66.1383,57.2102,17
67.7778,30.5583,17
68.9388,33.5451,17
71.0506,39.4246,17
74.5443,43.0519,17
74.672,23.5655,17
75.395,29.6118,17
41.392,152.026,18
41.3957,169.422,18
41.9967,159.905,18
42.2117,141.877,18
42.2478,157.729,18
42.3257,133.434,18
45.3672,146.446,18
46.5066,161.939,18
47.0925,163.664,18
47.5537,154.208,18
48.12,161.89,18
48.7304,158.375,18
49.329,148.363,18
50.379,157.807,18
51.4012,155.991,18
51.7794,154.239,18
54.3168,151.919,18
326.181,12.6659,19
327.202,19.5166,19
328.406,11.8199,19
329.057,21.1489,19
329.962,10.7318,19
331.657,12.4967,19
333.033,24.6025,19
338.301,3.21,19
340.126,5.37662,19
341.722,9.8217,19
341.741,0.710648,19
344.018,6.8514,19
344.241,4.92709,19
344.28,10.5604,19
345.47,15.2311,19
345.614,4.14614,19
346.307,13.4762,19
346.909,1.74622,19
347.429,11.4402,19
349.393,8.35489,19
350.395,1.87655,19
352.131,9.18197,19
368.083,11.4167,19
443.033,115.579,20
446.08,123.502,20
446.668,109.213,20
447.456,119.96,20
449.033,104.805,20
450.154,111.625,20
450.789,118.703,20
450.86,106.297,20
451.881,127.667,20
452.025,129.008,20
452.965,127.41,20
454.985,126.388,20
455.055,115.372,20
455.101,112.581,20
455.205,101.438,20
455.876,119.555,20
455.975,127.598,20
456.1,126.317,20
457.87,107.072,20
459.999,117.612,20
460.021,112.824,20
462.675,115.259,20
463.097,118.682,20
463.257,130.429,20
468.357,128.296,20
472.339,127.32,20
472.968,120.5,20
474.596,123.844,20
476.091,123.736,20
310.116,13.1009,21
316.026,14.448,21
323.041,11.9138,21
208.407,8.82173,22
211.965,9.31325,22
216.684,1.30191,22
216.923,14.2235,22
218.634,15.1104,22
222.454,8.67145,22
222.672,11.9327,22
223.695,4.06013,22
224.764,2.53334,22
229.502,10.2609,22
233.829,18.6673,22
235.159,16.6202,22
236.483,18.5939,22
236.918,12.4616,22
237.747,9.12436,22
239.064,7.61924,22
239.445,4.87732,22
239.682,17.2854,22
241.856,7.40436,22
244.071,14.9382,22
246.86,9.60187,22
247.318,6.91436,22
247.898,7.37009,22
258.051,1.87009,22
442.852,5.22532,23
446.699,7.63818,23
452.576,5.76779,23
458.858,6.45246,23
459.633,0.531264,23
459.804,3.19992,23
464.93,1.07084,23
466.734,0.610334,23
467.403,4.13142,23
468.132,2.48284,23
491.429,23.7952,24
493.267,37.5222,24
493.95,38.8415,24
495.808,19.3348,24
497.409,37.8953,24
499.487,17.5047,24
500.086,20.3655,24
500.728,9.36516,24
501.132,50.6257,24
501.54,53.2865,24
502.172,14.8612,24
502.187,29.5939,24
502.236,16.6289,24
502.39,21.0251,24
503.136,30.2658,24
202.52,100.305,25
202.952,91.7842,25
203.421,99.9182,25
204.607,97.7693,25
205.552,90.4472,25
206.009,95.7002,25
207.3,99.2121,25
209.396,100.198,25
210.096,98.0479,25
210.187,102.096,25
210.189,103.868,25
210.306,85.9008,25
210.802,84.4644,25
211.673,103.584,25
211.905,105.285,25
212.074,102.689,25
212.123,104.2,25
213.353,90.6464,25
213.756,91.3773,25
215.506,98.3707,25
215.926,99.8303,25
216.257,97.0201,25
216.515,93.316,25
218.292,93.9764,25
218.398,97.7414,25
218.557,90.5026,25
221.923,89.6966,25
222.835,84.1162,25
223.608,95.3724,25
225.791,95.2677,25
227.862,88.9653,25
229.132,94.4606,25
231.073,94.6165,25
326.389,3.81738,26
327.625,9.71582,26
328.242,9.2128,26
329.867,5.72564,26
330.688,3.79008,26
330.742,4.18702,26
159.797,174.984,27
162.267,178.059,27
163.27,176.096,27
166.104,181.006,27
167.941,178.767,27
168.052,179.187,27
168.311,184.497,27
170.822,192.157,27
171.468,194.819,27
172.008,176.415,27
173.02,175.527,27
173.689,178.029,27
188.16,271.635,28
191.8,266.472,28
193.505,271.972,28
201.557,263.328,28
202.808,263.552,28
208.473,266.986,28
214.308,262.959,28
216.182,264.183,28
387.431,45.6773,29
387.802,46.3271,29
392.222,49.5097,29
394.027,46.9322,29
394.092,47.8472,29
394.3,49.2076,29
394.355,49.9038,29
394.542,42.2138,29
396.668,50.0031,29
400.013,47.5548,29
401.086,48.7594,29
361.705,39.7079,30
362.678,47.2005,30
363.573,39.2224,30
364.134,41.9364,30
364.19,37.418,30
364.657,37.1999,30
365.362,58.6057,30
365.439,57.5014,30
365.747,48.203,30
366.142,32.9368,30
366.479,52.496,30
367.638,35.8826,30
368.038,48.1054,30
324.052,83.4219,31
325.937,83.4438,31
326.676,80.699,31
327.685,79.8875,31
329.597,80.0546,31
329.835,73.7241,31
330.219,78.671,31
330.63,81.3042,31
331.778,84.3294,31
333.687,82.3971,31
335.65,78.6594,31
337.052,73.6753,31
337.12,78.4757,31
337.412,75.0549,31
337.661,82.7038,31
338.332,85.6729,31
339.566,72.662,31
339.673,86.5537,31
341.128,73.1248,31
341.151,71.9751,31
341.751,71.3611,31
343.685,88.0147,31
354.558,2.84784,32
359.765,8.27992,32
361.672,0.689412,32
362.408,5.14756,32
364.398,4.26276,32
364.822,7.4726,32
365.175,1.01684,32
365.902,0.616733,32
367.637,5.06084,32
368.109,5.054,32
468.014,291.785,33
468.286,286.944,33
472.526,281.415,33
475.361,292.617,33
477.006,286.303,33
477.536,271.826,33
478.483,270.666,33
478.748,279.299,33
479.507,293.74,33
480.406,284.339,33
480.7,280.594,33
481.047,287.704,33
481.259,270.914,33
481.395,270.75,33
482.223,289.066,33
485.666,285.382,33
489.019,283.216,33
489.503,287.036,33
489.737,277.521,33
489.817,276.033,33
489.949,275.342,33
490.011,279.044,33
490.695,278.016,33
491.117,277.833,33
491.416,274.242,33
491.447,290.093,33
491.605,270.346,33
491.722,285.362,33
491.836,285.92,33
492.744,279.087,33
493.089,278.706,33
188.23,194.949,34
188.928,200.561,34
190.383,197.101,34
191.462,195.806,34
192.376,195.538,34
193.362,194.827,34
193.793,202.562,34
195.693,208.232,34
195.922,196.154,34
196.202,204.461,34
196.285,178.01,34
196.5,193.309,34
196.996,204.589,34
197.629,217.432,34
198.584,208.792,34
199.048,188.501,34
200.06,210.314,34
200.85,204.997,34
201.808,202.672,34
302.194,192.711,35
303.464,190.546,35
306.554,195.856,35
313.089,173.696,35
313.093,191.925,35
313.97,186.987,35
314.5,187.884,35
314.606,188.995,35
314.85,188.23,35
318.906,183.547,35
319.653,196.988,35
321.688,186.705,35
321.785,188.448,35
321.869,192.551,35
322.263,192.956,35
322.659,189.784,35
323.386,196.773,35
101.974,145.654,36
103.528,108.135,36
104.556,131.192,36
106.512,116.426,36
176.375,176.581,37
178.508,186.313,37
180.349,187.011,37
181.06,183.653,37
183.451,188.02,37
183.726,182.665,37
185.283,186.247,37
185.995,183.879,37
186.052,182.043,37
189.436,173.713,37
190.791,171.572,37
3.45399,190.763,38
4.31677,194.614,38
4.47542,194.155,38
5.52664,205.213,38
5.92311,203.588,38
6.71335,191.378,38
7.40448,190.83,38
138.714,40.5357,39
138.775,40.0439,39
140.898,46.5544,39
141.714,45.9416,39
142.342,45.6973,39
142.685,43.4272,39
145.171,47.1474,39
145.188,47.6797,39
146.047,37.5761,39
146.607,35.0895,39
147.439,41.8108,39
147.447,38.5719,39
147.469,32.7271,39
147.512,36.87,39
148.602,46.9277,39
148.672,40.631,39
151.319,36.2565,39
152.29,45.0542,39
152.345,37.5264,39
273.147,201.634,40
275.031,192.986,40
276.899,196.887,40
277.952,201.202,40
278.716,208.004,40
279.02,195.114,40
279.211,205.088,40
280.546,191.914,40
281.964,199.563,40
283.133,197.571,40
101.149,17.0744,41
106.143,18.3251,41
108.052,14.7029,41
26.4705,264.719,42
27.0159,273.326,42
27.9535,275.111,42
28.5346,273,42
28.645,265.627,42
31.535,266.713,42
32.8557,264.559,42
34.1168,278.26,42
36.0647,276.659,42
36.1133,264.944,42
38.0912,264.813,42
39.0086,270.161,42
39.2698,262.813,42
39.9116,275.317,42
42.7686,267.609,42
464.26,90.6956,43
466.549,109.151,43
466.915,108.841,43
467.742,96.2873,43
468.232,105.108,43
469.642,105.377,43
469.931,107.835,43
470.053,93.0287,43
470.233,94.9054,43
470.54,110.5,43
470.643,102.023,43
474.427,88.4097,43
478.02,87.7277,43
478.526,114.769,43
479.826,99.5629,43
482.117,112.794,43
484.018,91.6615,43
484.182,117.806,43
485.53,108.527,43
486.783,84.8929,43
488.653,114.136,43
489.128,103.81,43
489.355,108.269,43
490.005,113.137,43
490.638,117.497,43
491.874,108.893,43
0.37184,208.935,44
1.04523,215.324,44
1.12452,216.371,44
4.57668,207.184,44
4.77222,212.723,44
5.03646,218.484,44
174.237,144.704,45
174.692,148.319,45
175.213,147.332,45
175.792,137.423,45
176.227,145.941,45
178.007,138.511,45
179.777,146.971,45
180.488,133.734,45
182.274,135.587,45
183.121,154.362,45
184.219,144.246,45
184.83,157.415,45
186.452,147.991,45
188.994,146.978,45
192.51,139.846,45
150.16,286.531,46
150.636,276.923,46
150.666,292.706,46
151.077,281.066,46
151.869,279.292,46
153.514,278.717,46
154.224,273.571,46
154.46,293.079,46
157.256,294.22,46
157.448,283.131,46
159.629,287.335,46
162.257,288.025,46
164.026,288.62,46
164.421,280.67,46
165.585,285.487,46
166.261,282.178,46
167.958,292.19,46
169.297,285.776,46
170.481,285.757,46
171.593,291.79,46
175.284,288.976,46
465.314,139.649,47
468.239,141.889,47
470.303,142.609,47
472.887,142.826,47
473.107,141.629,47
473.197,142.49,47
474.405,134.377,47
476.331,140.031,47
476.48,148.056,47
476.635,149.408,47
477.187,137.49,47
477.653,153.024,47
478.791,147.465,47
479.039,146.142,47
479.045,148.619,47
479.069,154.996,47
479.079,140.573,47
479.17,141.015,47
479.357,145.766,47
480.819,165.399,47
480.894,128.151,47
481.106,148.303,47
481.129,151.819,47
481.229,155.271,47
481.981,149.602,47
482.48,150.972,47
483.29,156.73,47
483.501,128.603,47
483.668,125.598,47
483.875,169.542,47
484.9,157.191,47
485.415,146.63,47
486.016,162.482,47
486.063,144.387,47
486.212,163.925,47
487.117,163.815,47
488.921,134.58,47
489.94,150.937,47
391.985,90.5151,48
396.41,90.5116,48
398.012,88.9879,48
400.804,81.4816,48
402.079,93.048,48
403.037,96.1298,48
403.651,87.1854,48
403.682,85.8845,48
405.401,97.2868,48
406.896,90.5138,48
407.114,85.9877,48
408.489,87.2651,48
182.185,214.02,49
182.378,208.274,49
182.775,211.592,49
183.389,207.136,49
183.467,208.584,49
187.072,217.925,49
191.531,216.322,49
193.144,216.845,49
195.382,220.087,49
427.398,11.8191,50
430.875,18.9879,50
431.484,11.6954,50
436.994,26.062,50
438.717,9.08921,50
443.398,27.6597,50
445.997,16.5309,50
446.779,19.4919,50
446.973,26.9366,50
447.278,22.8964,50
449.048,27.0262,50
449.436,24.562,50
449.473,35.4715,50
451.395,30.3273,50
451.471,22.3015,50
453.912,13.1589,50
454.004,12.3334,50
454.515,23.6964,50
455.394,10.0993,50
455.511,21.4461,50
456.053,11.696,50
457.299,14.1137,50
458.16,16.4617,50
460.838,12.5614,50
464.902,10.1496,50
61.0799,283.288,51
65.9107,279.257,51
65.9257,281.515,51
66.206,282.986,51
66.8807,279.814,51
67.0347,284.751,51
67.4081,277.964,51
69.122,278.021,51
69.5076,294.533,51
69.6821,285.96,51
70.0092,280.313,51
70.5582,281.101,51
71.986,271.244,52
71.9982,271.181,52
72.0959,271.851,52
72.8105,270.227,52
73.5947,267.955,52
75.0212,266.73,52
75.2545,269.052,52
75.5968,263.974,52
324.76,88.5558,53
325.073,95.4491,53
325.356,85.8018,53
326.19,86.8624,53
328.124,93.1175,53
328.772,91.2057,53
328.975,97.2072,53
330.805,102.047,53
331.915,105.012,53
334.133,106.951,53
335.931,91.0269,53
346.345,96.1744,53
120.435,12.7502,54
121.951,20.3878,54
125.065,19.6427,54
125.271,19.7021,54
128.975,18.5371,54
130.51,17.0412,54
131.071,22.5303,54
132.132,22.5901,54
133.428,19.6602,54
133.715,22.6291,54
134.989,18.174,54
476.833,266.442,55
477.532,259.373,55
479.007,258.444,55
480.024,256.994,55
480.978,261.292,55
481.886,259.408,55
482.359,265.8,55
484.992,265.061,55
485.143,250.373,55
485.29,255.681,55
485.32,260.217,55
485.468,253.462,55
485.848,268.157,55
486.226,259.876,55
486.227,250.304,55
489.195,257.24,55
489.31,263.769,55
489.628,250.845,55
489.706,262.545,55
490.257,236.818,55
490.816,246.684,55
490.912,239.823,55
490.98,245.352,55
491.042,262.771,55
491.803,247.083,55
491.867,260.132,55
493.3,252.883,55
493.437,261.164,55
495.901,254.91,55
495.935,254.219,55
471.794,16.6976,56
472.854,11.8668,56
473.441,13.3489,56
473.458,14.8136,56
476.356,19.1773,56
476.729,21.9421,56
476.736,11.394,56
476.736,24.9423,56
476.993,10.2321,56
477.595,17.1209,56
478.251,16.6711,56
478.578,26.7527,56
478.95,19.9895,56
479.247,23.9653,56
479.886,20.4028,56
479.968,25.3324,56
480.186,22.7493,56
480.441,17.9615,56
481.648,25.82,56
482.099,23.5411,56
482.688,14.9709,56
483.113,20.8233,56
483.387,25.9873,56
483.67,12.0968,56
484.09,18.2644,56
484.799,21.9417,56
485.201,14.0101,56
487.694,20.7451,56
488.002,21.3075,56
488.138,15.07,56
488.506,20.3634,56
488.765,14.9582,56
491.784,20.5618,56
491.837,10.9814,56
491.914,12.7008,56
492.494,14.8037,56
493.382,14.048,56
497.098,8.83948,56
43.4237,258.664,57
43.9738,246.805,57
46.4658,260.83,57
46.6136,254.682,57
47.0382,256.912,57
48.2722,255.207,57
48.5534,262.749,57
49.5513,242.825,57
51.1431,244.828,57
52.0493,256.052,57
54.2534,249.042,57
55.1087,245.785,57
56.1857,258.697,57
56.3655,251.929,57
57.0671,258.135,57
480.521,57.0541,58
485.377,57.5164,58
485.945,47.0754,58
492.179,56.803,58
493.518,56.1886,58
495.695,49.6779,58
495.701,54.398,58
495.701,61.7573,58
497.395,43.0833,58
423.006,211.499,59
426.729,209.926,59
427.727,221.541,59
429.552,216.366,59
431.903,215.313,59
433.903,207.2,59
434.286,201.585,59
434.4,217.169,59
434.938,205.957,59
436.356,202.006,59
436.627,209.828,59
436.821,214.515,59
437.362,210.993,59
440.905,219.108,59
443.367,210.69,59
446.961,211.831,59
447.272,209.947,59
448.656,208.38,59
449.961,209.521,59
451.416,222.076,59
386.418,57.4038,60
388.671,54.6474,60
388.796,61.8507,60
390.814,60.2862,60
393.965,53.6096,60
394.158,53.5587,60
395.478,54.7627,60
396.675,58.2297,60
397.705,60.0982,60
397.828,61.3293,60
399.604,59.0129,60
400.417,54.2981,60
280.408,100.11,61
286.867,97.9592,61
288.581,101.038,61
296.579,102.401,61
297.081,91.6394,61
299.38,93.1237,61
300.29,91.6792,61
300.611,89.6948,61
300.677,86.0418,61
301.364,104.596,61
301.74,100.84,61
302.759,103.051,61
305.177,100.299,61
306.205,93.6694,61
307.625,98.1791,61
308.009,90.1557,61
308.119,89.2176,61
308.454,90.9906,61
310.36,95.275,61
311.01,91.9892,61
311.073,97.7415,61
311.586,96.9786,61
312.445,102.123,61
313.805,95.3082,61
314.525,87.3481,61
315.752,102.865,61
316.109,89.597,61
316.581,88.2067,61
320.023,104.214,61
320.748,91.683,61
321.064,97.7465,61
321.938,107.513,61
322.246,95.7502,61
322.528,100.942,61
10.636,214.958,62
10.7979,207.04,62
10.9083,219.359,62
10.9466,214.614,62
11.0271,207.291,62
12.0145,211.96,62
12.2418,209.132,62
12.5713,210.492,62
12.6331,220.724,62
13.3431,214.408,62
14.102,215.723,62
15.5457,208.929,62
17.1207,210.15,62
18.5357,215.004,62
19.9726,213.328,62
20.8087,220.973,62
5.97484,216.736,62
6.04143,230.243,62
6.2841,207.245,62
6.38778,207.687,62
6.74057,214.745,62
36.833,173.914,63
43.2331,184.748,63
43.433,181.989,63
43.6845,173.356,63
44.1679,172.301,63
44.4164,170.668,63
44.579,182.966,63
45.453,172.875,63
46.093,180.726,63
46.303,171.634,63
46.3265,169.884,63
48.2391,176.546,63
48.4098,170.977,63
50.9918,175.053,63
51.3939,185.102,63
51.8009,178.587,63
52.0842,180.84,63
52.3964,179.019,63
54.3702,175.748,63
57.5563,174.517,63
57.9833,172.585,63
404.169,76.4966,64
405.502,56.9103,64
406.631,74.8063,64
407.047,58.9896,64
407.06,70.2431,64
407.525,63.718,64
407.845,62.5661,64
408.086,65.8079,64
408.101,62.9215,64
409.406,59.0088,64
409.654,64.0102,64
409.757,74.4345,64
409.818,68.7887,64
368.54,32.9018,65
371.529,47.4388,65
372.174,35.4816,65
372.358,44.2675,65
373.276,39.8796,65
373.396,46.0946,65
375.46,38.1693,65
376.322,36.7099,65
377.555,44.709,65
378.059,41.0783,65
378.374,41.4542,65
381.285,45.5429,65
381.889,38.7992,65
382.459,36.6273,65
383.325,39.8623,65
384.08,44.5539,65
385.391,45.259,65
381.468,74.5233,66
382.605,77.5907,66
385.135,73.4092,66
386.148,72.6713,66
386.148,71.549,66
388.66,78.5399,66
389.879,80.5128,66
391.515,73.7777,66
392.367,78.9656,66
393.252,77.2254,66
395.086,77.2432,66
468.217,238.423,67
468.389,239.877,67
470.505,254.588,67
471.169,252.301,67
473.106,243.602,67
473.132,245.937,67
474.093,255.486,67
475.372,238.459,67
476.342,254.449,67
476.355,253.397,67
476.545,249.675,67
478.277,251.975,67
478.621,236.886,67
478.786,245.607,67
479.517,242.269,67
481.162,239.17,67
482.167,244.422,67
482.903,244.121,67
485.05,240.153,67
261.088,203.485,68
267.336,202.263,68
268.011,211.385,68
269.369,202.509,68
269.488,204.137,68
269.777,227.139,68
277.369,217.753,68
411.929,82.2417,69
414.43,89.9085,69
415.406,88.3542,69
415.431,80.1112,69
415.521,92.1768,69
416.136,93.7159,69
416.48,80.9012,69
417.952,88.7913,69
418.427,90.4841,69
418.557,78.6552,69
419.149,95.2283,69
420.105,88.0759,69
421.186,85.1136,69
422.097,82.9994,69
423.738,80.1317,69
424.259,84.7802,69
425.655,83.8472,69
426.332,83.2437,69
426.345,91.3827,69
427.968,90.9219,69
429.206,84.188,69
430.854,81.056,69
149.202,78.2029,70
153.841,72.7133,70
155.371,69.7734,70
156.356,78.0902,70
156.402,74.9896,70
156.992,77.1613,70
165.554,92.9603,70
168.416,102.256,70
327.402,67.5748,71
327.524,62.0498,71
329.641,54.3163,71
329.709,65.413,71
331.681,60.01,71
333.214,67.7893,71
338.185,69.5597,71
339.345,69.9661,71
341.425,63.1599,71
367.981,203.551,72
369.322,203.882,72
370.883,233.954,72
372.833,211.771,72
372.938,221.822,72
374.441,213.207,72
374.508,203.58,72
374.56,213.391,72
374.637,221.04,72
375.968,213.549,72
376.113,216.792,72
376.12,214.278,72
376.397,210.438,72
377.316,206.688,72
377.531,228.463,72
377.807,197.214,72
378.691,232.472,72
379.612,230.174,72
380.276,215.61,72
380.377,224.013,72
380.793,213.943,72
382.29,231.044,72
382.725,194.402,72
382.998,226.594,72
384.519,206.023,72
384.606,223.711,72
385.181,205.316,72
385.231,219.082,72
385.308,231.224,72
385.881,214.251,72
386.107,220.885,72
386.586,214.969,72
387.196,225.672,72
388.393,212.566,72
388.583,223.363,72
389.545,234.207,72
389.557,216.147,72
389.583,211.417,72
389.592,216.725,72
390.074,210.425,72
392.239,192.112,72
263.886,180.428,73
264.322,172.433,73
264.784,189.38,73
266.194,176.532,73
267.418,186.155,73
268.343,178.48,73
268.778,185.15,73
268.97,177.171,73
270.34,179.083,73
270.521,185.769,73
270.81,171.433,73
274.21,175.765,73
279.53,189.048,73
279.678,184.578,73
280.4,184.799,73
371.194,51.919,74
372.894,48.9138,74
374.29,55.8768,74
375.019,56.3865,74
376.977,48.9889,74
377.8,55.8177,74
380.792,48.0691,74
380.808,52.3697,74
381.208,56.862,74
382.111,54.5496,74
382.227,48.7445,74
188.668,123.816,75
190.796,120.748,75
191.374,113.867,75
192.222,114.371,75
194.005,115.99,75
195.684,110.38,75
196.744,125.576,75
197.276,115.815,75
197.43,122.118,75
198.196,101.272,75
198.368,106.249,75
199.253,119.297,75
200.112,117.148,75
200.516,103.582,75
202.035,116.997,75
202.186,108.858,75
202.407,121.877,75
203.289,110.344,75
203.337,102.657,75
203.393,115.268,75
204.537,118.556,75
206.334,104.749,75
206.686,119.162,75
207.618,109.781,75
207.681,110.08,75
207.835,113.166,75
210.627,121.479,75
211.115,113.261,75
212.465,111.35,75
